,fluxes
EX_his__L_e,0.0
EX_k_e,-0.19170215303283927
ARGORNt7pp,0.0
EX_12ppd__S_e,0.0
EX_pppn_e,0.0
DKGLCNR2x,0.0
ACGS,0.0
PDE1,0.0
CU2tex,0.000696320188225413
FECRMUtex,0.0
ALAALAr,0.02729103722201379
CLtex,0.005111913370540585
CELBpts,0.0
ACACT1r,0.34951541408414666
MALTptspp,0.0
EX_thrp_e,0.0
CD2abcpp,0.0
G2PPpp,0.0
Kt3pp,0.0
AGM3PApp,0.0
SUCOAS,-10.05220524917738
PANTS,0.0006619461309788047
DHQS,0.36615400234605455
PGCD,1.6148247105849785
EX_gsn_e,0.0
EX_orot_e,0.0
ADSL1r,0.3157908482968199
AICART,0.5546689396109111
FRUpts2pp,0.0
G6Pt6_2pp,0.0
SBTtex,0.0
PFK,9.123614177327195
PGM,-20.986958722493405
TPI,8.98483530494725
RPI,-5.744495511365095
PERD,0.0002190118504573584
AKGtex,0.0
ALLTNtex,0.0
ASNtex,0.0
FE3HOXabcpp,0.0
FADRx2,2.1467973712835655
EX_o2_e,-41.2324990728145
PDE4,0.0
AGM4PH,0.0
AM4PA,0.0
EX_o2s_e,0.0
ATHRDHr,0.0
LSERDHr,0.0
DSERDHr,0.0
EX_skm_e,0.0
EX_acser_e,0.0
EX_cu_e,0.0
EX_arbtn_e,0.0
THRt2pp,0.0
EX_LalaDgluMdapDala_e,0.0
EX_LalaDgluMdap_e,0.0
EX_anhgm_e,0.0
EX_fald_e,1.9642318426668935e-06
GLNS,9.50948636794661
GTHS,0.0
EX_g3pe_e,0.0
CMPtex,0.0
DUMPtex,0.0
XMPtex,0.0
3PEPTtex,0.0
ANHGMtex,0.0
UDPKAAT,0.0
HEPT1,0.0
FALDtex,-1.9642318426668935e-06
ALR2,0.0
AMALT2,0.0
MLTP1,0.0
HEPT2,0.0
CYSDtex,0.0
HXAND,0.0
G3PItex,0.0
G3PGtex,0.0
G3PEtex,0.0
G3PCtex,0.0
GLCabcpp,0.0
GLCTR2,0.0
EX_cyan_e,0.0
EX_tyrp_e,0.0
EX_pser__L_e,0.0
EX_tcynt_e,0.0
EX_feoxam_un_e,0.0
EX_g3pc_e,0.0
EX_g3pg_e,0.0
EX_g3pi_e,0.0
EX_g3ps_e,0.0
DAMPtex,0.0
DCMPtex,0.0
DGMPtex,0.0
DTMPtex,0.0
GMPtex,0.0
IMPtex,0.0
UMPtex,0.0
G1Ptex,0.0
ADNK1,0.0004399879327573837
ZN2t3pp,0.0
SKMtex,0.0
MNt2pp,0.000678642101641411
MNtex,0.000678642101641411
GAL1Ptex,0.0
O2Stex,0.0
HEPK1,0.0
ALDD3y,0.0
CYSSADS,0.0
CPPPGO2,0.0
EX_isetac_e,0.0
AGM3PH,0.0
HOMt2pp,0.0
SO2tex,0.0
SHCHF,0.0002190118504573584
CYStpp,0.0
ACSERtpp,0.0
ACSERtex,0.0
NTP10,0.0
PRAIS,0.4402256048103715
2AGPE120tipp,0.0
AACPS6,0.0
AACPS7,0.07643218946185408
G3PGabcpp,0.0
G3PIabcpp,0.0
G3PSabcpp,0.0
2AGPA120tipp,0.0
2AGPG180tipp,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
AACPS8,0.0
AACPS9,0.0
HXCT,0.0
2AGPEAT160,0.0
DURADx,0.0
ECOAH7,0.27308322462229256
G1PPpp,0.0
GALCTND,0.0
GCALDD,0.0
HISTP,0.11466234665099702
LDH_D,0.0
AMALT4,0.0
NTD11,0.0
ORNDC,0.0
UPP3MT,0.0002190118504573584
ALAALAtex,0.0
FACOAL181t2pp,0.0
T2DECAI,0.0
3OAS161,0.0
EAR141y,0.0
EAR161x,0.0
DASYN160,0.0626727454039725
DASYN161,0.07386886690717379
DASYN181,0.0
PGSA180,0.0
2AGPGAT141,0.0
FACOAE180,0.0
FACOAE100,0.0
FACOAE80,0.0
FACOAE60,0.0
MALtex,0.0
NO3tex,0.0
3OAS141,0.0
3OAR121,0.0
CFAS160G,0.0
URAt2pp,0.0
FACOAE141,0.0
FACOAE161,0.14773773381434757
TTDCEAtexi,0.0
HDCEAtexi,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPGAT140,0.0
ALAALAabcpp,0.0
HEXt2rpp,0.0
G3PEabcpp,0.0
G3PCabcpp,0.0
2AGPGAT161,0.0
AMPTASEPG,0.0
PROGLYabcpp,0.0
GTHRDabcpp,0.0
2AGPG140tipp,0.0
2AGPG160tipp,0.0
2AGPG141tipp,0.0
2AGPG161tipp,0.0
2AGPG181tipp,0.0
2AGPEAT140,0.0
2AGPEAT120,0.0
2AGPEAT161,0.0
2AGPEAT141,0.0
2AGPGAT160,0.0
CLPNS180pp,0.0
CLPNS181pp,0.0
PG161abcpp,0.0
PGP120abcpp,0.0
PGP161abcpp,0.0
PGP181abcpp,0.0
PA120abcpp,0.0
CLPNS120pp,0.0
ALPATE160pp,0.0
ALPATG160pp,0.0
2AGPGAT120,0.0
FACOAL141t2pp,0.0
FACOAL161t2pp,0.0
PA160abcpp,0.0
PA181abcpp,0.0
PGPP140pp,0.0
PGPP141pp,0.0
PGPP160pp,0.0
PGPP180pp,0.0
CLPNS160pp,0.0
CLPNS161pp,0.0
PG160abcpp,0.0
PGP140abcpp,0.0
HPYRI,0.0
FE3HOXUtex,0.0
TPRDCOAS,0.0
GAMptspp,0.0
GSNtex,0.0
FORtex,0.0
D_LACt2pp,0.0
RIBtex,0.0
THMtex,0.0
XYLUtex,0.0
ALLtex,0.0
GGPTRCO,0.0
EX_metsox_R__L_e,0.0
34dhpactex,0.0
MALTHXtexi,0.0
12PPDStpp,0.0
HYD1pp,0.0
EX_cl_e,-0.005111913370540585
FE3DHBZStonex,0.0
H2tpp,0.0
23DAPPAtex,0.0
FEOXAMtonex,0.0
FMNRx,0.0
EX_man6p_e,0.0
EX_tsul_e,0.0
PHEt2rpp,0.0
DHBS,0.0
MDDCP1pp,0.0
OMBZLM,0.0
GLYCK,0.0
AGMH,0.0
MPTG,0.013645518611006895
MPTG2,0.0
MCTP1App,0.013645518611006895
MCTP2App,0.0
MCTP1Bpp,0.0
EX_g1p_e,0.0
SFGTHi,0.0
K2L4Aabcpp,0.01910804736546352
DSBCGT,0.0
DSBGGT,0.0
AMPMS2,0.0002190118504573584
THIORDXi,0.0
PPPGO3,0.0002190118504573584
PDX5POi,0.0002190118504573584
HG2t3pp,0.0
EAR141x,0.0
EAR181x,0.0
EAR181y,0.0
G3PAT141,0.0
G3PAT181,0.0
DASYN140,0.0
DASYN180,0.0
DASYN141,0.0
PGSA141,0.0
EX_alaala_e,0.0
5DOAN,0.00022097608230002528
DM_5drib_c,0.00022097608230002528
FACOAE120,0.07643218946185408
3OAR120,0.0
3HAD80,0.0
3HAD120,0.0
EAR180x,0.0
SO4t2pp,0.15892458150223499
EAR180y,0.0
PGPP120,0.0
DAGK120,0.0
PSSA161,0.07386886690717379
PSD160,0.0626727454039725
PSD161,0.07386886690717379
PSD180,0.0
COLIPAabcpp,0.0
GAM6Pt6_2pp,0.0
PPALtex,0.0
CA2tex,0.005111913370540585
CUtex,0.0
CU1Opp,0.0
SUCDi,10.318979076974237
LPLIPAL1E141pp,0.0
LALDO2x,0.0
12PPDRtex,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G120pp,0.0
F6Ptex,0.0
GAMAN6Ptex,0.0
ALR4x,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
ACONTb,11.501166553790481
GLCP2,0.0
F6Pt6_2pp,0.0
PPALtpp,0.0
3HAD161,0.0
ASNS1,0.0
EAR80y,0.0
EAR120y,0.0
3OAR181,0.0
3HAD121,0.0
EAR121y,0.0
GTHRDHpp,0.0
PROGLYtex,0.0
EX_progly_e,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
EAR140x,0.0
EAR40y,0.0
3OAS181,0.0
EAR161y,0.0
G3PAT140,0.0
G3PAT160,0.0626727454039725
G3PAT161,0.07386886690717379
AGPAT160,0.0626727454039725
MLDCP1App,0.0
EAR160y,0.0
EAR100y,0.0
3OAR141,0.0
3OAR161,0.0
3HAD141,0.0
EAR121x,0.0
PSD140,0.0
MICITDr,0.0
PGSA140,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1G140pp,0.0
ACONTa,11.501166553790481
MLDCP2App,0.0
PGPP120pp,0.0
PGPP181pp,0.0
PGSA181,0.0
PGPP140,0.0
PGPP141,0.0
MDDCP5pp,0.0
MLTGY3pp,0.0
G3PAT180,0.0
PGSA160,0.0
MLDCP2Bpp,0.0
3OAS140,0.07643218946185408
3OAR140,0.07643218946185408
3OAR160,0.0
PGSA161,0.0
3HAD181,0.0
PGPP160,0.0
PGPP180,0.0
PGPP161,0.0
PGPP181,0.0
PE141abcpp,0.0
PE160abcpp,0.0626727454039725
PE161abcpp,0.07386886690717379
PSD141,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP180abcpp,0.0
PA140abcpp,0.0
MDDCP4pp,0.0
CLPNS140pp,0.0
CLPNS141pp,0.0
PG120abcpp,0.0
PE140abcpp,0.0
CFAS160E,0.0
CFAS180E,0.0
CFAS180G,0.0
PSSA160,0.0626727454039725
DAGK140,0.0
DAGK160,0.0
DAGK141,0.0
DAGK161,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MLTGY1pp,0.0
CGLYtex,0.0
3HAD40,0.0
3OAS60,0.0
3OAS160,0.0
3OAR60,0.0
3OAR80,0.0
MLDCP3App,0.0
MLDCP1Bpp,0.0
2AGPE181tipp,0.0
2AGPA140tipp,0.0
2AGPA160tipp,0.0
2AGPA180tipp,0.0
2AGPA141tipp,0.0
2AGPE140tipp,0.0
2AGPE160tipp,0.0
2AGPE180tipp,0.0
2AGPE141tipp,0.0
2AGPE161tipp,0.0
2AGPA161tipp,0.0
2AGPA181tipp,0.0
2AGPG120tipp,0.0
PA141abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PGPP161pp,0.0
PE120abcpp,0.0
PE180abcpp,0.0
GTHOXtex,0.0
DSBDR,0.0
TDSR1,0.0
CGLYabcpp,0.0
EAR100x,0.0
EAR120x,0.0
EAR160x,0.0
EAR140y,0.0
3OAS121,0.0
3OAS80,0.0
3OAS100,0.0
3OAS120,0.0
3OAR40,0.0
3OAR100,0.0
3HAD60,0.0
3HAD100,0.0
3HAD140,0.0
3HAD160,0.0
AGPAT161,0.07386886690717379
DASYN120,0.0
EAR40x,0.0
EAR60y,0.0
MLTGY2pp,0.0
MLTGY4pp,0.0
EAR60x,0.0
EAR80x,0.0
PE181abcpp,0.0
3OAS180,0.0
3HAD180,0.0
PSD120,0.0
EX_cpgn_un_e,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
PSD181,0.0
DAGK180,0.0
DAGK181,0.0
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
3OAR180,0.0
G3PAT120,0.0
PGSA120,0.0
TDSR2,0.0
GTHRDtex,0.0
NADHPO,0.0
ACOAD7f,-0.125345490807945
ACOAD8f,0.0
ACOAD5f,-0.34951541408414666
ACOAD3f,-0.34951541408414666
ACOAD2f,-0.34951541408414666
ACOAD4f,-0.34951541408414666
ACOAD6f,-0.27308322462229256
EX_tartr__D_e,0.0
GLYBt2pp,0.0
DSERt2pp,0.0
ALAt4pp,0.0
LYSt3pp,0.0
CTBTCAL2,0.0
AMMQLT8,0.0
CRNDCAL2,0.0
CRNCAL2,0.0
GLYt4pp,0.0
TUNGStex,0.0
COBALT2tpp,0.1917267059308726
OXCDC,0.0
DM_aacald_c,0.0
UM3PL,0.0
UM4PL,0.0
NI2tpp,0.00031722344259070296
COBALT2t3pp,0.0
CAt6pp,-0.005111913370540585
5DGLCNt2rpp,0.0
GALCTNt2pp,0.0
GALCTNLtex,0.0
CA2t3pp,0.0
ARGt3pp,0.0
MALDtex,0.0
OROTtex,0.0
PPAt4pp,0.0
OROTt2_2pp,0.0
MALDt2_2pp,0.0
5DGLCNtex,0.0
EX_5dglcn_e,0.0
DTARTD,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A160pp,0.0
GLYt2pp,0.0
ALAt2pp,0.0
BALAt2pp,0.0
DALAt2pp,0.013645518611006895
MG2tpp,0.008519855617567643
PPAtex,0.0
GALCTNLt2pp,0.0
GALCTLO,0.0
PSCLYStex,0.0
THYMtex,0.0
CU2tpp,0.000696320188225413
FE2t3pp,0.0
MN2t3pp,0.0
ETHAt2pp,0.0
FE3abcpp,0.007668361113771544
THRA,0.0
CLt3_2pp,0.0025559566852702926
EX_ppal_e,0.0
POR5,0.0
HACD8,0.0
CTECOAI8,0.0
CTECOAI6,0.0
MTHTHFSs,0.0
MALCOAMT,1.9642318426668935e-06
OGMEACPS,1.9642318426668935e-06
OGMEACPR,1.9642318426668935e-06
OPMEACPS,1.9642318426668935e-06
LIPAabctex,0.0
DGUNC,0.0
CDGUNPD,0.0
LDGUNPD,0.0
MOADSUx,0.0
CMtpp,0.0
FUSAtpp,0.0
MINCYCtpp,0.0
DOXRBCNtpp,0.0
ETOHtrpp,0.0
ACPPAT141,0.0
ACPPAT161,0.0
ACPPAT180,0.0
ICYSDS,0.001293446668396148
I4FE4SR,0.00025535013954669587
S2FE2ST,0.0
BMOCOS,0.0
BWCOS,0.0
DHNPTE,0.0
DHMPTR,0.0
NOVBCNtpp,0.0
LALALGLUtex,0.0
I2FE2SS,0.00028088515350136546
I2FE2ST,2.7499245797336483e-05
I2FE2SS2,0.00025535013954669587
I4FE4ST,0.00025535013954669587
S4FE4ST,0.0
S2FE2SS2,0.0
BTS5,1.9642318426668935e-06
5MTRtex,0.0
LALADGLUtex,0.0
3HPPtex,0.0
CCGS,0.0
CDGR,0.0
MSAR,0.0
ACPPAT120,0.0
CPH4S,0.0
DM_4crsol_c,0.0002190118504573584
ACPPAT160,0.0
ACPPAT181,0.0
GTHPi,0.0
I2FE2SR,1.9642318426668935e-06
TYRL,0.0002190118504573584
THZPSN3,0.0002190118504573584
QUIN2tex,0.0
EX_quin_e,0.0
FORCT,0.0
DHPTDCs2,0.0
OXDHCOAT,0.0
HADPCOADH3,0.0
O16A4COLIPAabctex,0.0
COLIPAabctex,0.0
ENLIPAabctex,0.0
DM_mththf_c,0.0
MPTS,0.0
MOCOS,0.0
S2FE2SR,0.0
ACACT8r,0.0
CTECOAI7,-0.14773773381434757
CLIPAabctex,0.0
K2L4Aabctex,0.01910804736546352
FDH4pp,0.0
FDH5pp,0.0
ACPPAT140,0.0
OPMEACPD,1.9642318426668935e-06
EPMEACPR,1.9642318426668935e-06
AOXSr2,1.9642318426668935e-06
SCYSDS,0.0
S2FE2SS,0.0
SELtex,0.0
OGMEACPD,1.9642318426668935e-06
EGMEACPR,1.9642318426668935e-06
OPMEACPR,1.9642318426668935e-06
PMEACPE,1.9642318426668935e-06
MECDPDH5,0.0023462749360655963
RNTR1c2,0.0
RNTR2c2,0.0
RNTR3c2,0.0
RNTR4c2,0.025698045197610937
FLDR2,0.028044320133676536
TTRCYCtpp,0.0
DHACOAH,0.0
THFAT,0.0
SLNTtex,0.0
GDPTPDP,0.0
MPTSS,0.0
CPMPS,0.0
LIPOCT,0.0
LIPOS,0.0
ALDD19xr,0.0
WCOS,0.0
RFAMPtpp,0.0
ACOLIPAabctex,0.0
ECA4COLIPAabctex,0.0
COLIPAPabctex,0.0
TARTRDtex,0.0
3OXCOAT,0.0
BTNt2ipp,0.0
BTNtex,0.0
2DGULRGx,0.0
2DGULRGy,0.0
AP4AS,0.0
ARBTptspp,0.0
ARBTtex,0.0
PYDXtex,0.0
SUCASPtpp,0.0
SUCMALtpp,0.0
PYDXNtex,0.0
PYDAMtex,0.0
TARTt2_3pp,0.0
SUCTARTtpp,0.0
APCS,0.0
CHTBSptspp,0.0
CHTBStex,0.0
GHBDHx,0.0
APPLDHr,0.0
SPMDt3pp,0.0
G2PP,0.0
CITt3pp,0.0
DHNPA2r,0.0006570355513718872
QUIN2tpp,0.0
GLYC2Pabcpp,0.0
CRNDtex,0.0
SHGO,0.0
NADHXD,0.0
NADPHHR,0.0
NADPHHS,0.0
NADHHS,0.0
NADHXE,0.0
SELabcpp,0.0
PYK2,0.0
PYK3,0.7097721080632371
PYK4,16.886754485667474
NADPHXD,0.0
NADHHR,0.0
NADPHXE,0.0
DHBSZ3FEabcpp,0.0
FE3DHBZS3R,0.0
DXYLONtpp,-0.0006570355513718872
DXYLTD,-0.0006570355513718872
2DDARAA,-0.0006570355513718872
2DGLCptspp,0.0
ACOAD1fr,0.34951541408414666
FE3DCITexs,0.0
FEENTERR4,0.0
DXYLONtex,-0.0006570355513718872
PSURItex,0.0
ALR2x,0.0
OMPHHXy,0.0
CHLt3pp,0.0
AI2tpp,0.0
Ftpp,0.0
DHPStr,0.0
SQtr,0.0
DHPStex,0.0
FMNtex,0.0
EX_dxylnt_e,0.0006570355513718872
CLBtex,0.0
ACOXT,0.0
EX_mththf_e,0.0
2HESR,0.0
CHOLID,0.0
CHOLATEtpp,0.0
CYSItpp,0.0
DHPTDNR,0.0
DHPTDNRN,0.0
PCNO,0.0
5DGLCNR,0.0
PIt2rpp,0.9473549104137924
LEUt2rpp,0.0
LCTStpp,0.0
ILEt3pp,0.0
METt3pp,0.0
GSNt3pp,0.0
CLtipp,0.0
5DKGR,0.0
PYK6,0.0
FADt,0.0
FADtex,0.0
AI2abcpp,0.0
4HBZt3pp,0.0
LKDRA,0.0
2DGLCtex,0.0
3SLAR,0.0
SQtex,0.0
URATEtex,0.0
CBL1tonex,0.0
CBItonex,0.0
ARHGDx,0.0
Ftex,0.0
CYSItex,0.0
SERtpp,0.005111913370540585
PNSPA,0.0
CS1tex,0.0
ADOCBLtonex,0.0
MEPNtex,0.0
UDPGPT,0.0
MEPNabcpp,0.0
OMMBLHXy,0.0
OPHHXy,0.0
PROD3,0.0
ACP1p,0.0
3HPADHi,0.0
4ABZGLUtex,0.0
SLNTabcpp,0.0
VALt2rpp,0.0
MN2tipp,0.0
PSURItpp,0.0
CYSTA,0.0
FE3DCITR5,0.0
METGLCURtex,0.0
FMNt,0.0
AI2tex,0.0
CUt2pp,0.0
RHMND,0.0
CXSAMS,0.0
AMPNTAT,0.0
ASPtpp,0.0
FUMt1pp,0.0
QUINDH,0.0
LCARSyi,0.0
BIOMASS_Av_DJ_core,0.9821159213334457
12PPDt,0.0
13PPDH,0.0
2DGLCNRx,0.0
2DGLCNRy,0.0
2INSD,0.0
3OADPCOAT,0.0
ABTpp2,0.0
ADCYRS,0.0
ALATRS,0.0
ALDD2x,0.0
ALLTN,0.0
AOXSr,0.0
APTNAT,0.0
ARAT,0.0
ARD1,0.0
ARGTRS,0.0
ASPTRS,0.0
BTS4,0.0
BZ12DOX,0.0
BZDIOLDH,0.0
CMCMSAD,0.0
CYRDAAT,0.0
CYSTGL,0.0
CYSTRS,0.0
D5KGK,0.0
DHEDAA,0.0
DHPACCOAHIT,0.0
DKDID,0.0
FDH4pp_1,0.0
FDH5pp_1,0.0
FLDR,0.07876569689094234
FMETTRS,0.0
GLA,0.0
GLCOAS,0.0
GLNTRS,0.0
GLUN,0.0
GLYTRS,0.0
HACD8i,0.0
HADPCOADH,0.0
HISDr,0.0
HISTRS,0.0
HPACt2r,0.0
ILETRS,0.0
INS2D,0.0
IZPN,0.0
LCARR,0.0
LEUTRS,0.0
LYSTRS,0.0
MACPT,0.0
MECDPDH2,0.0
METTRS,0.0
MMSAD3,0.0
MTRI,0.0
NACODA,0.0
NADHNQR,0.0
OHEDH,0.0
OMMBLHX,0.0
OMPHHX,0.0
OPHHX,0.0002190118504573584
OXOAEL,0.0
OXPTNDH,0.0
PHETRS,0.0
PPRDNDH,0.0
PROD2,0.0
PROTRS,0.0
RNTR1c,0.025698045197610937
RNTR2c,0.026533825846665703
RNTR3c,0.026533825846665703
RNTR4c,0.0
Rbtt2,0.0
SERTRS,0.0
SERTRS2,0.0
THRTRS,0.0
THZPSN,0.0
TRPTA,0.0
URCN,0.0
UREA,0.0
URIDK2r,-0.025698045197610937
VALTRS,0.0
ilvg,0.0
3HOPCD,0.0
3MBt2pp,0.0
3MBt4pp,0.0
3MMD,0.0
4HBZR,0.0
ACBIPGT,0.0
ADK2,0.0
ADOCBIK,0.0
AHCi,0.0004399879327573837
ALAD_L,0.0
ALCD1,1.9642318426668935e-06
ALCD3ir,0.0
ALCD4,0.0
APSR,0.1546641626354905
ASPO2,0.0022372600687980276
BUTt4pp,0.0
BZDH,0.0
CBPAH,0.0
CD2t4pp,0.0
COBALTt4pp,0.19170215303283927
CPC3MT,0.0
CPPPGOAN2,0.0
CRO4abcpp,0.0
CTPS1,0.15765415827205143
CYOO2pp,82.46412209822718
CYTBCYTC,0.0
DHNAOT4,0.0
DLTO,0.0
DPLPTAT,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA80ACPHi,0.0
FADMQOR,0.0
FE2t4pp,0.0
FOLR2,0.0
G3PD1ir,0.0
GCCa,0.0
GCCc,0.0
GLUSx,0.0
GLUTCOADHc,0.0
GM1LIPAabctex,0.0
GM2LIPAabctex,0.0
GMHEPPA,0.0
GUAPRT,0.0
HCITS,0.0
HMGL,0.0
HMPK2,0.0
HMPK3,0.0
HMPK4,0.0
HSERTA,0.0
HVCD,0.0
HXPRT,0.0
HYD4pp,0.0
KAS15,0.0
LCYSTabcpp,0.0
LPADSSN,0.0
LPD5,0.0
MAN6PI,0.0
MBCOAi,0.0
MCCC,0.0
MCSNAH,0.0
MECDPDH4,0.0
MGCH,0.0
MOAT2N,0.0
MOATN,0.0
MOTH1,0.0
MOTH2,0.0
MOTH3,0.0
MOTH4,0.0
MTI,0.0
NADFADOR,0.0
NAD_H2,-5.135289070396116
NAMNPP,0.0
NH4t4pp,0.0
NI2t4pp,0.0
NIT1b,5.135289070396116
OBDHc,0.0
OCOAT1,0.0
OGCOAAT,0.0
OIVD1r,0.0
OIVD2,0.0
OIVD3,0.0
ORNTAC,0.3938220096476846
PBUTT,0.0
PC,0.0
PEPCK_re,0.0
PHEPS,0.0
PPAt2pp,0.0
PPCCYTC1pp,0.0
PPDK,0.0
PPNCL,0.0006619461309788047
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA180,0.0
PSSA181,0.0
PYRt4pp,0.0
SELCYSLY3,0.0
SO3abcpp,0.0
SSCOARy,0.0
STPT1,0.42925270075748084
STPT2,0.0
SUCOAACTr,0.0
TYRTRS,0.0
U23GAATN,0.0
UACGAMOAT,0.0
UAGAATN,0.0
VCACT,0.0
VCOAD,0.0
VECOAH,0.0
VNDH_2,0.0
ZN2t4pp,0.0
ACOAD1z,0.0
ANS2,0.07109858328809981
ATPS4r,0.0
BTDD_RR,0.0
CYSTS,0.0
DHPPDA,0.0
FE2abc,0.008105402698764927
FRUpts,0.0
GK2,0.0
GLCNt2r,0.0
GLYCt,0.0
GTPCII,0.0
ME1,0.0
NH4t,0.0
PGMT,0.0
PIabc,0.0
RIBabc,0.0
RNF,0.0
SPMDabc,0.0
UDCPDPex,0.0
XPPT,0.0
HSDxi,0.0
PRDX,0.0
ARD,0.0
FNOR,0.0
MMTSAO,0.0
NABTNO,0.0
GLYALDDr,0.0
IMACTD,0.0
ALDD32,0.0
ALDD20x,0.0
ALDD16,0.0
ALDD20x_1,0.0
4M2OPLOXRD,0.0
3M2OPLOXRD,0.0
FRD,0.0
ASPO1,0.0
MTHFR3_1,0.10166637791344338
THPAT,0.0
PDHbr,0.0
MACCOAT,0.0
UAGPT2,0.0
PYNP2r,0.0
SELMETAT,0.0
ORNTA_1,0.0
NADK1,0.00043900581683548067
NADK4,0.0
NDPK9,0.0
NDPK10,0.0
PAPPT1,0.0
ADOCBLS,0.0
LPLIPAL2A120,0.0
LPLIPAL2A140,0.0
LPLIPAL2A180,0.0
LPLIPAL2E180,0.0
LPLIPAL2A160,0.0
LPLIPAL2E160,0.0
LPLIPAL2A141,0.0
PGPP_HP,0.0
BPNT2,0.0
RZ5PP,0.0
23DK5MPPISO,0.0
ENOPH,0.0
GPDDA2,0.0
GPDDA3,0.0
GPDDA1,0.0
GPDDA4,0.0
CMPN,0.0
MG2abc,0.0
Cuabc,0.0
UPPDC2,0.0
PSD_HP,0.0
MDRPD,0.0
ECOAH12,0.0
AROH,0.0
UAG4Ei,0.0
LYSAM,0.0
ASPTRS_Asn,0.0
GLUTRS_Gln,0.0
UGLDDS1,0.0
PPNCL3,0.0
ASNTRAT,0.0
HIBD,0.0
MMSAD1,0.0
34DHALDD,0.0
5HOXINDACTOX,0.0
3M2OBLOXRD,0.0
SUCD1,0.0
PYDXO_1,0.0
DHFOR,0.0
THFOR1,0.0
THFOR2,0.0
FOLD3,0.0
UDPACGLP,0.0
ECOAH9ir,0.0
HPHL,0.0
PPM,0.0
TRPTRS,0.0
PBAL,0.0
10FTHFGLULL,0.0
THFGLUS,0.0
PRFGCL,0.0
PDHcr,0.0
SPRMS,0.0
SEAHCYSHYD_1,0.0
F6PA,0.0
EX_n2_e,-5.135289070396116
N2tr,5.135289070396116
FFSD,0.0
HEX7,0.0
M1PD,0.0
PFK_3,0.0
PGL,15.0
FBA3,0.0
GLUDC,0.0
HCYSMT,0.0
TYRPpp,0.0
GLUDxi,0.0
NH3c,0.0
LLEUDr,-0.6025524512756253
HEMEAS,0.0
AGMDA,0.0
ADCPS2,0.0
ADCPS1,0.0
XYLUR2,0.0
METAMIN,0.0
SMETRAN,0.0
EX_bz_e,0.0
EX_phenol_e,0.0
EX_raffin_e,0.0
MCITD,0.0
UGLT,0.0
GALKr,0.0
RMI,0.0
RMPA,0.0
RMK,0.0
SBTPD,0.0
4OD,0.0
4OT,0.0
BZtex,0.0
BZt1pp,0.0
CAT23DOX,0.0
HMSD,0.0
PHENOLtex,0.0
PHENOLt2pp,0.0
PHE2MON,0.0
RAFFtex,0.0
RAFHpp,0.0
GDPmann,0.0
POLMANN,0.0
POLMANNtpp,0.0
ALGSTH,0.0
ALGtex,0.0
EX_alg_e,0.0
PHBS_syn,0.0
SK_phbg_c,0.0
DM_PHB_c,0.0
BIOMASS_Az_DJ_core_75p37M,0.0
AACOAR_syn,0.0
EX_2obut_e,0.0
2OBUTtex,0.0
2OBUTt2ipp,0.0
EX_2hb_e,0.0
2HBO,0.0
2HBtex,0.0
2HBtpp,0.0
EX_glx_e,0.0
GLXtex,0.0
GLXtpp,0.0
ACGAMK,0.0
ACM6PH,0.0
AGDC,0.0
G6PDA,0.0
MLTG1,0.0
DDGLK,0.0
GUI1,0.0
MNNH,0.0
PUNP6,0.0
PPM2,0.0
DRPA,0.0
EX_glycogen_e,0.0
GLYCOtex,0.0
GLYCOpp,0.0
EX_abt__D_e,0.0
ABTDtex,0.0
ABTDpp,0.0
ABTDG,0.0
ACNML,0.0
AMANAPEr,0.0
AMANK,0.0
EX_xylt_e,0.0
XYLTtex,0.0
XYLTpp,0.0
EX_srb__L_e,0.0
SRBtex,0.0
SRBpp,0.0
SBTD_D2,0.0
SORD_D,0.0
ACOAD1f,0.0
EX_5aptn_e,0.0
5APTNtex,0.0
5APTNpp,0.0
EX_malon_e,0.0
MALONtex,0.0
MALONpp,0.0
EX_mal__D_e,0.0
FBA,9.123614177327195
GND,15.000000000000002
